EventId,EventTemplate,Occurrences
f7701f27,[distributeSeat] The result of getRouteResult is Success,6
bd518617,"Create seat,TravelDate: <*> <*> <*> 08:00:00 CST 2022,TrainNumber: <*> <*>",6
eab773cf,TrainNumber start with G|D,6
dec3d92e,startingPlaceId: shanghaiendPlaceId: suzhou,15
3f45de1d,indexStart: <*> __ indexEnd: <*>,34
9e756d15,route.getDistances().size: <*>,34
b0a3ee1b,[Query For Station Id] stationName: <*> <*>,263
83833b8d,"Response Resutl to String Response(status=1, msg=Success, <*> <*> <*> <*> firstClassPriceRate=1.0})",276
dc3880ad,[Find By Route Id And Train Type],34
24e746cb,[Find By Route And Train Type] Rote: <*> Train Type: <*>,34
a39f4ae7,"[Query For Price Config] RouteId: <*> ,TrainType: <*>",34
5e83a0d7,[Get Route By Id] Success.,79
22cf32c2,[Get Route By <*> <*> <*>,107
48b6dd92,[Query Train Type] Train Type: <*>,34
becc1c0c,[Check Station Exists] stationName: <*> <*>,68
b8fd737a,"Query for travel: <*> <*> <*> startingStationId=shanghai, <*> <*> startingTime=Sat May 04 <*> CST 2013, endTime=Sat May 04 <*> CST 2013), <*> <*> <*> <*> <*> <*> <*> <*> CST 2022)",34
5fe02c29,"Query ticket info for travel,Start: <*> <*> <*> <*>",34
1e01fff7,[Preserve Other Service][Get Station Name],142
c5a60093,[Step 4] Do Order,6
3096319a,"<*> <*> <*> <*> <*> startingTime=Sat May 04 <*> CST 2013, endTime=Sat May 04 <*> CST 2013, <*> <*>",71
8486db0f,[Step 3] <*> <*>,14
f4419aa4,"TripAllDetail:TripAllDetail(status=false, message=null, <*> <*> <*> <*> <*> startingTime=Sat May 04 <*> CST 2013, endTime=Sat May 04 <*> CST 2013, <*> <*> <*> <*> <*> startingStationId=shanghai, stationsId=suzhou, terminalStationId=taiyuan, startingTime=Sat May 04 <*> CST 2013, endTime=Sat May 04 <*> CST 2013))",71
3d82cbca,calculate <*> time: Sat May 04 <*> CST 2013,56
82c67fe3,"Get Rest tickets num is: Response(status=1, msg=Get Left Ticket of Internal Success, <*>",402
6ef2cdae,"Configs is : Config(name=DirectTicketAllocationProportion, value=0.5, description=Allocation Proportion Of The Direct Ticket - From Start To End)",418
b92bdc4e,Retrieve config: DirectTicketAllocationProportion,72
6c1290b9,"[getLeftTicketOfInterval] The result of getTrainTypeResult is Response(status=1, msg=Success, <*> economyClass=2147483647, confortClass=2147483647, <*>",64
29b54e16,"Get Order tickets result is : <200,Response(status=1, msg=Success, <*> startStation=shanghai, destStation=suzhou), <*> startStation=shanghai, destStation=suzhou), <*> startStation=shanghai, destStation=suzhou)]}),{X-Application-Context=[ts-order-service:12031], X-Content-Type-Options=[nosniff], X-XSS-Protection=[1; mode=block], Cache-Control=[no-cache, no-store, max-age=0, must-revalidate], Pragma=[no-cache], Expires=[0], X-Frame-Options=[DENY], Content-Type=[application/json;charset=UTF-8], Transfer-Encoding=[chunked], <*> <*> Jul 2022 <*> GMT]}>",16
d5505cdf,<*> <*> The result of getRouteResult is Success,459
70db1f01,"Get left ticket of interval,TravelDate: <*> <*> <*> 08:00:00 CST 2022,TrainNumber: <*> <*>",72
12826d7a,"Seat request To String: <*> <*> <*> 08:00:00 CST 2022, <*> <*> <*> <*>",821
9c7cbe36,<*> TrainNumber start with <*> <*>,74
3f75b355,"Query for Station id is: Response(status=1, msg=Success, <*>",1173
aca39a58,Query for stationId by stationName: <*> <*>,195
9fe975da,"Query ticket info for station id,Name: <*> <*>",195
b03f3ede,"Order info is: Response(status=1, msg=Success, <*> <*> <*> 22:00:00 CST 2022, <*> noSeat=0, businessSeat=0, firstClassSeat=0, secondClassSeat=0, hardSeat=0, softSeat=0, hardBed=0, softBed=0, highSoftBed=0))",192
5fd6eaf3,[Calculate Sold Ticket] Get Orders Number: 0,115
7a5f3208,[Calculate Sold Tickets] Date: <*> <*> <*> 22:00:00 CST 2022 TrainNumber: <*>,115
f2b045a7,"Ts-basic-service ticket info is: Response(status=1, msg=Success, data={status=true, percent=1.0, <*> economyClass=2147483647, confortClass=2147483647, <*> <*> <*>",192
88f05f71,[TripAllDetailInfo] TripId: <*>,8
f175ed7a,"Get trip detail,TripId: <*>",8
031fc9a7,[Step 3] Check tickets num,8
63a88640,[Preserve Other Service][Get <*> <*> <*> <*> Getting....,86
d6ccf429,[Step 2] Complete,8
1c9bcb5f,[ContactsService][Contacts Id Print] <*>,98
5bcd7708,[Step 1] Check Security Complete,8
07caeae0,[Step 2] Find contacts,8
664cea0d,[Step 2] Contacts Id: 0bbbfe1e-d8f1-4d59-b073-bd30e06fc8ae,8
682058c5,Max In One Hour: 2147483647  Max Not Use: 2147483647,8
d34a58e3,<*> <*> <*> Info For Security] Last One Hour: 0 Total Valid Order: <*>,98
7ea3567c,[Get <*> <*> Info],16
382cc795,[Security Info Get],8
d538e519,[Get Order Info For Security] Last One Hour: 0 Total Valid Order: <*>,8
5599dbf3,<*> <*> <*> Info For Security] Getting....,98
e2f3cecd,[Security Info Get] 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,61
cd73f9b5,[Check Security] Check Account Id: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,8
8d97633b,[Get Order Info For Security] Getting....,8
4d0826cf,[Preserve Other Service][Check Security] Checking....,96
bd4f6b45,[Preserve] Account order from <*> <*> -----> <*> <*> at <*> <*> <*> 08:00:00 CST 2022,8
f991e4b6,[Step 1] Check Security,8
8dd4f903,Get price by weight: <*> regin: <*>,14
64efa651,Find consign by <*> id: <*>,9
707825c4,"<*> order error.Order not found, OrderId: <*>",7
377b1c27,[Delete Order] Order Id: <*>,9
f966a0c4,<*> Order],9
5c8e0ffe,"Delete order, OrderId: <*> TrainNumber: G1237",6
2dd3b253,[Get Orders From <*> successfully!],24
968f6bfa,[Get All Orders],12
1b25418a,"Create train,TrainTypeId: <*>",5
0be8f562,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is <*> <*> <*> with root cause,14
86f63a72,"Add new order, AccountID: 9f431105-bdd8-4acd-962b-b844d610d513",7
08106d14,[Add New Order],7
d0ce1842,[Get By Id],2
ae00abca,[Draw Back Money] Success.,2
75762de3,"draw back payment, userId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, money: <*>",2
332b2515,[Draw Back Money] Draw back money...,2
59bf8d4b,[Cancel Order]calculate refund - <*>,13
202bdf67,[Cancel Order] Order Travel Date: <*> <*> <*> <*> CST <*>,13
0b07e386,<*> <*> <*> <*> <*> <*> <*> <*> CST 2022,15
5fe90592,[Cancel Order] Success.,2
041c6e53,[Cancel Order] startTime: Sun <*> <*> <*> CST <*>,8
eefdfed8,Success.,5
6221ce79,[Change Order Status] Changing....,2
e43bbb0c,[Cancel Order] Order found G|H,3
532360ba,[Cancel Ticket] <*> <*>,6
af031f2e,[Get Order] Getting....,3
314c5df1,"Out pay result: Response(status=1, msg=Pay Success, data=null)",18
3d750c0e,"Pay, PaymentId: <*>",4
6b8fb7d9,[Inside Payment Service][Pay] Pay for: <*>,41
fe5d89ba,"Get Order tickets result is : <*> <*> <*> <*> <*> X-Content-Type-Options=[nosniff], X-XSS-Protection=[1; mode=block], Cache-Control=[no-cache, no-store, max-age=0, must-revalidate], Pragma=[no-cache], Expires=[0], X-Frame-Options=[DENY], Content-Type=[application/json;charset=UTF-8], Transfer-Encoding=[chunked], <*> <*> <*> 2022 <*> GMT]}>",356
dd845522,"Left ticket info is empty, seat from date: <*> <*> <*> 08:00:00 CST 2022, train number: <*>",152
8242e916,"Route is: Route{id='a3f256c1-0e43-4f7d-9c21-121bf258101f', stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId='nanjing', terminalStationId='shanghai'}",154
124fd0e1,"Routes Response is : Response(status=1, msg=Success, data={id=a3f256c1-0e43-4f7d-9c21-121bf258101f, stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId=nanjing, terminalStationId=shanghai})",154
76cfd78c,"Seat Request is: Seat(travelDate=Wed <*> <*> 08:00:00 CST 2022, <*> startStation=nanjing, destStation=shanghai, <*>",16
c606810d,"Route is: <*> <*> shanghai], distances=[0, <*> <*> terminalStationId='shanghai'}",285
43ca7fd3,"[getLeftTicketOfInterval] The result of getTrainTypeResult is Response(status=1, msg=Success query Train by trip id, data=TrainType(id=ZhiDa, economyClass=2147483647, confortClass=2147483647, averageSpeed=120))",8
faf09848,"Get train by Trip id, TripId: Z1236",8
d40449f4,"No content, seat from date: Wed <*> <*> 08:00:00 CST 2022, train number: Z1236",8
70b19abb,"[getLeftTicketOfInterval] The result of getRouteResult is Response(status=1, msg=[Get Route By Trip ID] Success, data=Route(id=d693a2c5-ef87-4a3c-bef8-600b43f62c68, stations=[taiyuan, shijiazhuang, nanjing, shanghai], distances=[0, 300, 950, 1300], startStationId=taiyuan, terminalStationId=shanghai))",8
64cdd90f,"Route is: Route{id='92708982-77af-4318-be25-57ccb0ff69ad', stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId='nanjing', terminalStationId='shanghai'}",234
8b37b0c1,"Routes Response is : Response(status=1, msg=Success, data={id=92708982-77af-4318-be25-57ccb0ff69ad, stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId=nanjing, terminalStationId=shanghai})",234
b1d0fd17,[Route Plan Get <*> <*>,4
c491b706,"[getTickets] route: d693a2c5-ef87-4a3c-bef8-600b43f62c68  station: [taiyuan, shijiazhuang, nanjing, shanghai]",2
3bfd8d9f,"Order other Ticket info is: Response(status=1, msg=Success, data=TravelResult(status=true, percent=1.0, trainType=TrainType(id=ZhiDa, economyClass=2147483647, confortClass=2147483647, averageSpeed=120), <*> <*>",10
8e16684f,"Ticket info is: Response(status=1, msg=Success, data=TravelResult(status=true, percent=1.0, trainType=TrainType(id=ZhiDa, economyClass=2147483647, confortClass=2147483647, averageSpeed=120), <*> <*>",10
43fc4f19,startingPlaceId: <*> shanghai,19
b1c0df4d,[Get Cheapest Routes] From: Nan Jing To: Shang Hai Num: 5 Date: Wed <*> <*> 08:00:00 CST 2022,2
de91a082,"[Search Cheapest],start: Nan Jing,end: Shang Hai,time: Wed <*> <*> 08:00:00 CST 2022",2
bacbd5fd,Left ticket info is: <*> <*> <*>,106
5dfaa9c9,<*> <*> initialization completed in <*> ms,1075
096b6230,Initializing Spring <*> <*>,1075
9790213c,FrameworkServlet 'dispatcherServlet': initialization started,399
c6707cbe,"Rebook warn.Order beyond change time,OrderId: aee98b84-03f1-40f4-a555-4c4b4b6bb354",1
5cf2d8e0,"Rebook,OrderId: aee98b84-03f1-40f4-a555-4c4b4b6bb354  Old Trip Id: G1234  New Trip Id: G1234  Date: Sat Aug 06 08:00:00 CST 2022  Seat Type: 2",1
11c7eee7,[Step 7] Consign Success,1
8a5be044,"SAVE consign <*> : ConsignRecord(id=8872e3c8-49b7-400d-9e01-34c30831dff8, orderId=aee98b84-03f1-40f4-a555-4c4b4b6bb354, accountId=4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, handleDate=2022-07-27, targetDate=Wed Jul 27 08:00:00 CST 2022, from=suzhou, to=shanghai, consignee=tetest, phone=1234, weight=123456.0, price=493828.0)",2
4373ad28,[ Insert new consign record] <*>,8
ad42aa40,Order ID is <*>,78
b91cedba,The handle date is <*>,78
6bafe88a,"Insert consign record, id:null",1
f16c6292,"CONSIGN INFO : Consign(id=null, orderId=aee98b84-03f1-40f4-a555-4c4b4b6bb354, accountId=4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, handleDate=2022-07-27, targetDate=Wed Jul 27 08:00:00 CST 2022, from=suzhou, to=shanghai, consignee=tetest, phone=1234, weight=123456.0, isWithin=false)",1
ce951cba,[Preserve Service][Add Condign] Creating....,2
e826aa83,Left ticket info is : <*> <*> <*> <*> <*>,54
af14b3de,"Get the Get Food Request Failed! foodStoresListResult is null, date: 2022-07-27, tripId: G1234",1
f78bafdb,<*> start=Su Zhou end=Shang Hai <*>,12
1749ebf8,"Query for Station id is: Response(status=0, msg=Not exists, <*>",8
3cc5ac38,"Query for stationId error, stationName: Shanghai, message: Not exists",11
fb1bb480,"Find station id warn.Station not found, StationName: Shanghai",11
24d146f1,"Query for station id,StationName: Shanghai",11
b2cf2cdc,Query for stationId by stationName: Shanghai,11
93555ffb,[Query For Station Id] stationName: Shanghai,11
ec8446f6,"Query ticket info for station id,Name: Shanghai",11
cac59084,Opened connection <*> <*> to <*>,1047
4761273a,USER ID: <*>,13
183323ec,USER TOKEN: <*>,13
12b853f4,UsernamePasswordAuthenticationToken username <*>,127
417a1a5a,verify result: true,2
81cfb868,GET Code By cookieId <*> is <*>,51
5d2e6775,receivedCode <*>,51
fa7a3678,Login request of username: <*>,15
70bb34a0,"Left ticket info is : Response(status=1, msg=Success, <*> startStation=shanghai, destStation=suzhou), <*> startStation=shanghai, destStation=suzhou)]})",8
d0cd0ad0,"Left ticket info is: <*> startStation=shanghai, destStation=suzhou), <*> startStation=shanghai, destStation=suzhou)]}",38
031efb54,"Get Order tickets result is : <200,Response(status=1, msg=Success, <*> startStation=shanghai, destStation=suzhou), <*> startStation=shanghai, destStation=suzhou)]}),{X-Application-Context=[ts-order-service:12031], X-Content-Type-Options=[nosniff], X-XSS-Protection=[1; mode=block], Cache-Control=[no-cache, no-store, max-age=0, must-revalidate], Pragma=[no-cache], Expires=[0], X-Frame-Options=[DENY], Content-Type=[application/json;charset=UTF-8], Transfer-Encoding=[chunked], <*> <*> Jul 2022 <*> GMT]}>",30
190c8b20,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause,36
44ad7198,"TripAllDetail:TripAllDetail(status=false, message=null, tripResponse=null, trip=null)",9
8837e047,"Get trip detail error.Trip not found,TripId: <*>",2
a0195ab5,"Update order, AccountID: <*> OrderId: <*>",3
d11c0c80,"UPDATE ORDER INFO : <*> boughtDate=Tue Jun 14 17:56:02 CST 2022, travelDate=Tue Jun 14 17:56:02 CST 2022, travelTime=Tue Jun 14 17:56:02 CST 2022, <*> contactsName=test1, documentType=0, contactsDocumentNumber=test, <*> coachNumber=0, seatClass=0, seatNumber=123test updated, from=das ist ein test, to=das ist ein test dahin updated, status=0, price=123)",22
108524b8,"SAVE consign <*> : <*> <*> accountId=4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, handleDate=2022-06-08, targetDate=2022-06-08 08:06:00, from=Shang Hai, to=Tai Yuan, <*> <*> <*> <*>",88
1f8e5e5d,The target date is <*> <*>,76
6a25ac3b,"Update consign record, id: null",7
2ea3b05b,[ Update consign record],7
7e5358fd,"ticker execute error: Order Not Found, , orderId: <*>",2
e9124ad8,"UPDATE ORDER INFO : Order(id=5ad7750b-a68b-49c0-a8c0-32776b067703, boughtDate=Tue Jul 26 18:48:05 CST 2022, travelDate=Sat Jul 29 00:00:00 CST 2017, travelTime=Sat May 04 09:02:00 CST 2013, accountId=4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, contactsName=Contacts_One, documentType=1, contactsDocumentNumber=DocumentNumber_One, trainNumber=G1237, coachNumber=5, seatClass=2, seatNumber=FirstClass-30, from=nanjing, to=shanghaihongqiao, status=2, price=100.0)",1
794d2f8e,"Resolved exception caused by handler execution: org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Can not deserialize value of type java.util.Date from String ""1.1.2023"": not a valid representation (error: Failed to parse Date value '1.1.2023': Can not parse date ""1.1.2023"": not compatible with any of standard forms (""yyyy-MM-dd'T'HH:mm:ss.SSSZ"", ""yyyy-MM-dd'T'HH:mm:ss.SSS'Z'"", ""yyyy-MM-dd'T'HH:mm:ss.SSS"", ""EEE, dd MMM yyyy HH:mm:ss zzz"", ""yyyy-MM-dd"")); nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Can not deserialize value of type java.util.Date from String ""1.1.2023"": not a valid representation (error: Failed to parse Date value '1.1.2023': Can not parse date ""1.1.2023"": not compatible with any of standard forms (""yyyy-MM-dd'T'HH:mm:ss.SSSZ"", ""yyyy-MM-dd'T'HH:mm:ss.SSS'Z'"", ""yyyy-MM-dd'T'HH:mm:ss.SSS"", ""EEE, dd MMM yyyy HH:mm:ss zzz"", ""yyyy-MM-dd""))",1
408b5f24,"Name List is: Response(status=1, msg=Success, data=[Nan Jing, Shang Hai Hong Qiao, Shang Hai, Bei Jing, Shang Hai, Bei Jing, <*> <*> <*> <*> Shang Hai, Su Zhou])",21
196cbc6e,"[Cancel Order] Order Status Not Permitted, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, orderId: 25429843-64e7-4963-9b9e-6d9faaec120b",1
d7d114d9,[Inside Payment Service][Pay] Error. Order status Not allowed to Pay.,6
312a5e9e,"Pay Failed.Order not found with order id, PaymentId: 40D0C9B9324745D8A58CB3942A9EF140, OrderId: 25429843-64e7-4963-9b9e-6d9faaec120b",1
f1149683,"SAVE consign <*> : <*> <*> accountId=4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, handleDate=2022-06-08, targetDate=2022-06-08 14:51:54, from=Shang Hai, to=Su Zhou, consignee=API test, <*> <*> <*>",62
13095a7c,"Get image code warn.Cookie not found,Path Info: null",2
6ef70142,"Name List is: Response(status=1, msg=Success, data=[Nan Jing, Shang Hai Hong Qiao, Shang Hai, Bei Jing, Shang Hai, Bei Jing, <*> <*> <*> <*>",14
3be098f1,"Payment failed: Order not exists, orderId: f8861ee8-bcb1-4a52-8f2d-87df4d2e5ce4",1
360e367a,"SAVE consign <*> : ConsignRecord(id=7d28dc7c-3873-48c8-ac68-caf779051d41, orderId=5ad7750b-a68b-49c0-a8c0-32776b067703, accountId=4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f, handleDate=2022-07-27, targetDate=2022-07-26 12:48:05, from=Nan Jing, to=Shang Hai Hong Qiao, consignee=test website, phone=4566, weight=45.0, price=184.0)",2
1448ec55,"Created new connection: <*> [delegate=amqp://guest@172.30.30.0:5672/, localPort= <*>",3
8d0ebc8e,Attempting to connect to: [rabbitmq:5672],3
fcd9721b,Started <*> in <*> seconds (JVM running for <*>,662
470d576f,Tomcat <*> <*> port(s): <*> (http),1339
f2ac9522,<*> _org.springframework.integration.errorLogger,1282
55b75ed2,Channel <*> has <*> subscriber(s).,1280
fa457db5,<*> {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel,1282
89784176,<*> beans in phase <*>,1287
b30b465d,Registering beans for JMX exposure on startup,662
38a4800d,Initializing ExecutorService <*>,697
c0162c33,Detected @ExceptionHandler methods in globalExceptionHandler,24
c360f233,Looking for @ControllerAdvice: <*> startup date <*> <*> <*> <*> CST 2022]; root of context hierarchy,662
17dca6cf,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@1c5920df, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@17f9d882, org.springframework.security.web.context.SecurityContextPersistenceFilter@58d75e99, org.springframework.security.web.header.HeaderWriterFilter@21e360a, org.springframework.web.filter.CorsFilter@79e4c792, org.springframework.security.web.authentication.logout.LogoutFilter@306e95ec, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2ed2d9cb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@74751b3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@741a8937, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@196a42c3, org.springframework.security.web.session.SessionManagementFilter@5ba3f27a, org.springframework.security.web.access.ExceptionTranslationFilter@7bd4937b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1b2abca6]",1
6e3a69ad,"Mapped <*> || <*> || application/json]}"" onto public <*> <*>",7944
a39ac1a8,"Mapped ""{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}"" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException",662
c5daac56,Mapped <*> || <*> onto public <*> <*>,2590
